student_name,subject,score,timeSpent
Hannah Brown,Chemistry,9.5,105
George Williams,Math,8.86,22
George Jones,Chemistry,98.21,82
Julia Davis,Biology,92.68,14
Charlie Jones,Biology,74.35,107
Fiona Garcia,Math,43.88,82
Alice Williams,Chemistry,87.22,63
Alice Johnson,Chemistry,46.01,87
Alice Smith,Statistics,68.88,97
Alice Jones,Chemistry,25.57,114
Ethan Jones,Statistics,94.46,115
Julia Jones,Math,1.31,78
Fiona Wilson,Biology,18.15,72
Ian Williams,Math,67.86,67
Diana Brown,Math,76.06,101
Bob Jones,Statistics,39.41,60
Ian Jones,History,82.98,37
Charlie Garcia,History,39.23,23
Julia Garcia,History,95.88,88
Ethan Miller,History,61.23,11
Diana Davis,Math,64.07,54
Charlie Smith,Math,6.61,70
George Martinez,Biology,92.14,102
George Davis,Chemistry,71.17,70
George Brown,History,82.04,92
George Jones,Chemistry,31.4,27
George Wilson,Chemistry,51.46,84
George Wilson,Statistics,21.97,48
Diana Garcia,Chemistry,26.94,83
Ethan Johnson,Biology,98.44,64
Julia Davis,History,98.29,114
Hannah Brown,Math,30.15,65
Ethan Smith,Math,33.82,82
Bob Brown,History,22.95,41
Alice Garcia,IT,35.47,21
Charlie Brown,Statistics,38.44,44
Julia Johnson,Biology,50.28,106
Fiona Jones,Statistics,28.75,24
Ian Miller,Math,74.95,44
Hannah Johnson,Math,67.06,31
Diana Johnson,IT,57.76,91
Ethan Garcia,Chemistry,95.07,65
Bob Williams,IT,43.69,106
George Martinez,IT,14.51,118
Bob Wilson,IT,30.87,33
Ethan Wilson,Math,52.83,56
Ian Garcia,Chemistry,55.01,42
Ian Smith,Math,4.53,24
Fiona Martinez,IT,42.25,47
Ethan Smith,Chemistry,11.0,11
Ian Brown,IT,47.77,37
Alice Jones,History,72.73,27
Fiona Davis,Biology,67.0,21
Hannah Wilson,History,51.41,92
George Williams,IT,52.3,102
Diana Wilson,History,63.63,71
Charlie Jones,Biology,94.81,113
Hannah Williams,IT,57.71,58
Fiona Miller,Statistics,61.59,53
Charlie Williams,IT,4.07,115
Ian Miller,Statistics,71.07,96
Diana Jones,History,9.05,110
Julia Williams,Statistics,69.48,93
George Jones,Statistics,86.9,102
George Davis,Biology,85.95,59
George Wilson,Math,98.59,35
Hannah Williams,Chemistry,31.51,113
Ethan Miller,Statistics,18.12,49
Fiona Wilson,Math,10.54,30
George Miller,History,53.05,54
Ethan Martinez,Statistics,90.13,34
Fiona Miller,IT,59.33,26
Bob Miller,Math,3.8,111
Ethan Martinez,Statistics,60.99,107
Fiona Jones,History,77.61,110
Ian Miller,Math,5.0,57
Charlie Smith,History,36.21,78
Fiona Williams,Chemistry,6.28,31
Ethan Brown,Chemistry,96.38,47
Alice Brown,Biology,51.53,80
Julia Miller,Math,70.7,36
Bob Garcia,Chemistry,53.73,92
George Garcia,Chemistry,86.34,91
Alice Martinez,Chemistry,26.05,119
Hannah Wilson,Math,96.59,31
Charlie Jones,Biology,68.94,18
Julia Williams,Math,38.95,91
George Jones,Chemistry,26.32,115
Julia Brown,History,35.7,44
Diana Martinez,Biology,9.79,116
Diana Davis,Chemistry,69.32,64
Julia Davis,Biology,98.51,78
Julia Johnson,IT,68.53,10
George Johnson,History,20.4,25
Bob Martinez,Statistics,90.22,19
Ethan Garcia,Chemistry,78.67,50
George Davis,Biology,37.64,97
Alice Williams,History,43.99,76
Ian Johnson,IT,29.88,120
Bob Martinez,Chemistry,98.92,102
Alice Wilson,Chemistry,44.61,61
Alice Wilson,Math,51.27,72
Ian Johnson,Math,60.97,39
Ian Wilson,Biology,11.17,42
Charlie Johnson,Statistics,87.63,117
Julia Martinez,History,62.82,45
Diana Martinez,Statistics,61.5,12
Fiona Smith,Math,60.92,12
Alice Garcia,IT,98.9,72
Charlie Williams,History,92.4,52
Hannah Davis,History,32.86,36
George Wilson,Math,14.84,36
George Brown,Biology,10.83,44
Julia Miller,Biology,10.36,33
Ethan Davis,Chemistry,18.98,108
Alice Miller,Statistics,52.89,27
Bob Garcia,Biology,59.27,71
Fiona Martinez,Biology,99.34,14
Alice Garcia,History,73.64,80
Bob Wilson,Math,75.71,35
Julia Garcia,Chemistry,57.18,81
Charlie Wilson,Math,30.91,111
Ian Brown,History,21.95,22
George Smith,Math,10.54,67
George Wilson,Chemistry,35.7,47
Diana Davis,Math,34.24,119
George Williams,Statistics,78.96,90
George Martinez,Biology,23.63,66
Fiona Miller,Biology,4.9,13
Alice Wilson,Chemistry,31.64,108
George Johnson,History,18.48,13
Hannah Garcia,IT,17.49,108
Hannah Garcia,Math,35.39,59
Charlie Brown,Chemistry,89.36,46
Charlie Brown,Chemistry,36.39,51
Charlie Jones,Biology,0.93,102
Fiona Davis,History,93.92,96
Ethan Martinez,Biology,41.69,16
George Jones,Biology,89.8,89
Bob Johnson,Chemistry,61.22,27
Hannah Williams,Math,5.36,40
Bob Garcia,History,26.53,52
Alice Miller,Statistics,4.02,20
Alice Johnson,Math,8.17,98
Hannah Garcia,Math,49.63,103
Alice Garcia,Statistics,51.96,62
Hannah Johnson,Chemistry,74.49,40
Hannah Wilson,Chemistry,34.43,104
George Johnson,Biology,49.35,88
Bob Jones,Statistics,98.8,30
George Williams,Chemistry,84.46,20
Diana Smith,Chemistry,69.6,58
Bob Martinez,Statistics,96.38,20
Charlie Jones,Chemistry,56.55,65
Alice Martinez,IT,30.18,45
Hannah Jones,History,77.01,115
Alice Smith,IT,81.47,55
Ian Smith,Biology,40.78,74
Diana Miller,History,38.03,30
Julia Smith,History,71.16,95
Ian Wilson,Biology,65.72,18
Hannah Miller,Statistics,70.77,58
George Miller,Math,68.83,82
Charlie Williams,Statistics,39.04,109
Hannah Jones,IT,90.74,28
George Brown,History,64.73,90
Hannah Smith,Statistics,61.58,54
Diana Davis,Statistics,91.69,65
Julia Williams,Biology,97.49,98
Julia Martinez,Statistics,36.15,88
George Garcia,Biology,22.72,86
Ian Williams,Biology,85.0,51
Ian Johnson,History,32.0,50
Hannah Miller,Chemistry,75.43,114
Charlie Davis,Statistics,60.97,13
Julia Smith,Biology,91.75,117
Charlie Davis,Statistics,10.79,25
Ian Martinez,Statistics,19.05,116
Bob Johnson,IT,46.24,11
Ethan Johnson,History,19.67,22
Julia Johnson,Statistics,88.5,12
Hannah Johnson,Statistics,49.93,83
Charlie Johnson,Chemistry,39.75,74
Julia Williams,Math,37.81,64
Diana Miller,Biology,79.47,82
Ethan Brown,Biology,70.89,37
Charlie Jones,Math,79.21,89
George Davis,Math,33.23,10
Bob Williams,Statistics,58.18,47
Fiona Smith,Chemistry,57.4,42
Charlie Wilson,Statistics,43.29,93
Ian Martinez,Chemistry,39.97,116
Fiona Garcia,Biology,47.66,107
Alice Johnson,History,90.88,24
Ian Brown,Statistics,25.86,117
Bob Jones,Statistics,67.13,44
Alice Martinez,Math,40.62,63
Bob Wilson,Statistics,57.7,15
Hannah Smith,IT,94.9,44
Fiona Miller,History,77.49,77
Diana Johnson,Biology,34.5,75
Charlie Wilson,Chemistry,50.6,37
Charlie Williams,Math,80.76,63
Ethan Martinez,IT,26.92,73
Julia Martinez,IT,51.27,118
Ian Miller,History,21.4,21
Charlie Davis,IT,43.41,104
Ian Brown,IT,31.27,113
Julia Garcia,Math,17.59,33
Alice Johnson,IT,9.89,86
Bob Jones,History,91.29,32
George Garcia,Statistics,51.68,17
Ian Davis,Biology,94.23,95
Diana Jones,Statistics,11.3,69
Diana Davis,IT,47.67,107
George Wilson,IT,70.23,92
Diana Martinez,History,26.19,77
Charlie Wilson,Statistics,62.96,28
Charlie Williams,History,35.3,84
Bob Miller,History,67.85,31
Diana Davis,Math,82.17,33
Alice Garcia,Math,46.49,115
Ian Smith,Math,83.66,36
Bob Wilson,IT,17.11,94
Charlie Jones,Biology,37.79,72
Ian Garcia,IT,47.62,105
Diana Johnson,Biology,45.59,91
Bob Smith,Chemistry,39.74,114
Ethan Wilson,IT,94.58,111
Julia Miller,Math,91.03,102
George Davis,IT,65.48,91
Ethan Davis,Math,17.19,41
Hannah Williams,Chemistry,91.97,86
Fiona Brown,Biology,41.65,71
Julia Williams,History,49.36,96
Ian Miller,Math,19.21,45
Charlie Williams,Math,2.6,13
Charlie Brown,History,48.01,83
Charlie Smith,Chemistry,15.08,11
George Garcia,Math,83.03,61
Hannah Wilson,IT,56.07,43
Bob Johnson,IT,77.76,91
Ethan Wilson,Statistics,2.6,14
George Wilson,Chemistry,67.29,61
Diana Martinez,IT,51.08,40
Bob Martinez,Math,85.59,38
Julia Smith,Statistics,94.63,43
Diana Garcia,IT,72.45,43
George Garcia,History,57.23,36
Julia Davis,Chemistry,50.0,111
Ethan Brown,IT,47.9,54
Hannah Martinez,IT,28.17,108
Alice Davis,Statistics,9.43,60
Charlie Wilson,Statistics,81.32,43
Julia Johnson,Math,25.12,78
Ethan Wilson,Biology,97.62,20
Diana Williams,Biology,95.59,34
Charlie Garcia,Statistics,30.38,105
Hannah Johnson,History,8.32,107
Bob Smith,Math,85.0,105
Fiona Garcia,History,57.26,86
Diana Wilson,Biology,66.98,32
Charlie Davis,Chemistry,62.41,31
Julia Davis,History,61.23,81
Bob Miller,Biology,14.54,61
Ian Miller,Chemistry,31.7,51
Bob Wilson,IT,74.12,12
Julia Jones,Statistics,71.23,99
Ethan Williams,Chemistry,90.09,77
Julia Garcia,IT,98.64,89
Ian Garcia,Biology,38.85,106
Charlie Brown,Math,9.53,36
Bob Brown,Chemistry,83.74,40
Bob Garcia,History,6.42,105
Diana Williams,Statistics,77.26,57
Diana Miller,Biology,76.3,83
Julia Martinez,Statistics,67.98,25
Ethan Brown,Statistics,89.0,62
Charlie Miller,IT,54.9,38
Charlie Smith,Chemistry,89.58,66
Hannah Jones,Statistics,45.02,30
Charlie Johnson,Math,39.96,31
Ethan Brown,Statistics,56.85,45
Hannah Miller,Math,72.97,89
Ethan Johnson,IT,91.08,70
Ethan Wilson,Chemistry,73.66,70
Ian Garcia,IT,53.48,106
Julia Williams,IT,22.51,71
Julia Brown,Chemistry,72.44,10
Charlie Davis,Biology,66.88,102
Diana Garcia,Biology,89.96,52
Hannah Johnson,Biology,29.83,18
Julia Davis,Biology,99.51,14
Hannah Williams,Biology,4.59,78
Ethan Brown,History,13.52,14
Diana Garcia,Biology,23.81,42
Fiona Johnson,Statistics,61.12,15
Ian Wilson,Biology,44.9,97
Charlie Jones,Statistics,25.88,87
George Williams,Statistics,47.32,86
Hannah Wilson,History,95.47,94
Julia Miller,Math,26.97,58
Fiona Jones,History,10.7,90
Bob Wilson,Chemistry,33.76,51
Ethan Jones,History,51.15,67
Charlie Miller,Math,39.75,21
Ian Jones,Math,43.05,78
Fiona Jones,Math,77.0,73
Hannah Johnson,IT,36.41,33
Fiona Williams,Statistics,42.79,30
Ian Martinez,IT,50.52,87
Diana Martinez,Chemistry,6.94,86
Diana Martinez,Statistics,54.4,46
Fiona Martinez,Chemistry,26.98,95
Bob Miller,Chemistry,81.92,17
Fiona Williams,IT,66.85,12
George Martinez,Biology,39.22,104
Diana Garcia,IT,70.03,18
Charlie Brown,Biology,96.55,72
Julia Johnson,IT,88.19,101
Ian Jones,History,90.19,78
Ian Williams,Math,60.27,74
Diana Wilson,Statistics,84.57,32
Julia Johnson,Statistics,71.63,85
Bob Johnson,Math,44.6,37
Bob Martinez,Biology,13.86,40
Julia Martinez,Statistics,67.38,51
Fiona Brown,Math,49.79,77
Hannah Wilson,Biology,66.65,115
Ethan Brown,Statistics,81.97,109
Hannah Johnson,History,39.28,46
Ethan Garcia,History,3.37,62
Hannah Martinez,Biology,88.85,99
Ian Wilson,Statistics,90.14,79
George Martinez,History,54.91,98
Alice Martinez,History,87.87,108
Charlie Williams,Statistics,38.85,43
Ian Johnson,IT,35.57,46
George Martinez,Biology,36.77,56
George Jones,Chemistry,0.45,98
Ian Martinez,Biology,76.38,37
Alice Miller,Chemistry,66.91,103
Ian Brown,History,27.94,46
Bob Brown,History,35.89,82
Ethan Williams,Chemistry,69.26,112
Julia Johnson,IT,63.15,65
Hannah Williams,Math,1.74,50
Fiona Davis,Math,0.55,85
Bob Garcia,Chemistry,27.04,97
Ethan Garcia,Statistics,97.73,18
Diana Martinez,Math,53.94,81
Bob Johnson,Biology,74.76,81
Ethan Wilson,Chemistry,96.0,44
Ian Johnson,Math,24.93,109
George Miller,Math,97.99,41
Fiona Brown,History,69.36,71
Ian Garcia,Chemistry,32.53,104
Fiona Miller,Statistics,84.68,50
George Jones,IT,69.46,77
Julia Brown,Math,60.35,33
Diana Wilson,History,61.86,48
Ian Martinez,Math,71.0,10
Ethan Miller,Biology,30.11,44
Ian Williams,Statistics,58.03,49
Bob Garcia,Chemistry,37.22,38
Fiona Johnson,Math,78.11,84
Ethan Johnson,Chemistry,64.44,33
Bob Garcia,Chemistry,13.92,112
Fiona Johnson,Math,56.94,29
Ethan Jones,Statistics,43.4,71
Ethan Williams,IT,91.99,46
Diana Williams,IT,43.53,96
Bob Davis,History,95.31,46
George Brown,History,76.13,29
Fiona Miller,Statistics,52.51,25
Hannah Brown,IT,97.74,116
Fiona Davis,Statistics,67.37,15
Diana Smith,Math,54.64,109
Fiona Davis,History,46.15,29
Ian Johnson,Math,24.81,83
Ethan Williams,Chemistry,55.5,43
Alice Brown,Biology,9.52,98
George Martinez,History,79.64,51
Fiona Johnson,Biology,20.68,82
Ian Jones,Biology,96.68,120
George Smith,Biology,61.03,14
Hannah Johnson,Biology,30.37,50
Ethan Brown,History,63.44,49
Bob Martinez,Math,88.9,21
Bob Johnson,Math,74.13,18
Ian Jones,Math,4.13,17
Ethan Jones,Math,72.94,11
Diana Martinez,History,76.19,107
Bob Miller,Biology,39.22,46
Bob Miller,Biology,10.84,75
Alice Miller,Chemistry,75.97,110
Alice Brown,Biology,11.91,99
Fiona Wilson,Math,33.02,40
Diana Martinez,Biology,76.71,16
Ethan Williams,Math,71.75,54
Charlie Davis,Chemistry,83.45,14
Hannah Johnson,IT,17.26,28
Alice Garcia,Statistics,75.51,50
Charlie Davis,Math,17.82,17
Ian Miller,Math,85.05,38
Julia Smith,Biology,88.76,39
Julia Brown,IT,10.36,21
Hannah Johnson,IT,57.09,118
Ethan Jones,IT,61.36,68
Hannah Garcia,Math,12.64,87
Alice Brown,Biology,57.17,96
Bob Williams,Biology,18.74,101
Ian Johnson,IT,81.34,118
George Miller,IT,44.19,23
Ian Williams,Statistics,54.8,102
Charlie Smith,Statistics,28.61,76
Charlie Williams,Statistics,44.56,46
Ian Martinez,History,31.42,81
Julia Jones,Statistics,77.97,62
George Wilson,Biology,89.77,118
Fiona Brown,Statistics,68.9,49
George Davis,Math,6.93,91
Fiona Davis,History,91.97,93
Ethan Williams,Statistics,39.02,48
Ethan Wilson,Math,73.17,86
Charlie Williams,History,69.93,55
George Jones,History,86.02,42
Hannah Brown,Statistics,69.74,88
Hannah Garcia,Math,2.16,25
Ethan Davis,History,20.8,120
Ethan Williams,IT,53.36,66
Hannah Williams,Chemistry,51.84,103
Hannah Martinez,Statistics,68.83,86
Charlie Garcia,IT,86.29,63
Charlie Garcia,History,89.56,97
Charlie Martinez,History,7.19,81
Charlie Smith,History,0.96,42
Alice Johnson,IT,78.26,105
Julia Jones,Biology,59.84,44
Ethan Brown,Chemistry,58.73,87
George Jones,Math,75.58,68
Hannah Williams,Biology,71.18,113
Ethan Smith,Biology,50.36,63
Alice Miller,History,6.48,119
Alice Brown,Biology,14.24,118
Bob Smith,Biology,45.15,30
Alice Jones,Math,91.2,120
Ethan Williams,IT,71.52,114
Ian Williams,History,34.0,86
Diana Miller,Chemistry,22.39,94
Julia Jones,Math,35.15,113
Alice Johnson,Chemistry,20.77,37
George Jones,Chemistry,1.67,46
Fiona Garcia,Biology,7.97,27
Hannah Martinez,History,24.96,81
Alice Miller,History,89.02,45
Diana Brown,Biology,25.47,85
Ethan Jones,Chemistry,33.38,70
Ian Garcia,Math,48.52,92
Diana Wilson,Statistics,67.06,109
Bob Martinez,History,25.59,17
Hannah Garcia,Biology,49.75,35
Julia Williams,Math,49.32,100
Hannah Garcia,Math,13.68,16
Ethan Miller,Chemistry,70.65,66
Bob Davis,Statistics,55.81,61
George Miller,Math,31.32,101
Julia Johnson,History,47.16,21
George Garcia,Biology,17.36,77
Hannah Miller,Statistics,41.52,10
Bob Miller,Chemistry,54.42,90
Diana Miller,Math,3.05,86
George Johnson,Math,23.56,50
Charlie Brown,IT,49.79,24
Diana Jones,Biology,44.95,63
Alice Miller,IT,65.82,44
Alice Garcia,Math,99.26,41
Julia Miller,History,96.72,48
Fiona Wilson,Statistics,3.43,71
Hannah Smith,Statistics,84.82,60
Diana Brown,IT,29.62,38
Hannah Martinez,Math,54.85,87
Hannah Wilson,History,15.41,45
Bob Garcia,Math,47.35,41
Alice Jones,Chemistry,9.86,108
Diana Garcia,Math,85.05,77
Hannah Davis,Biology,0.54,33
Hannah Jones,History,67.09,14
Alice Brown,Biology,36.25,35
Ethan Williams,IT,34.38,69
Diana Wilson,Math,29.52,120
Ethan Johnson,Chemistry,93.65,27
George Johnson,IT,6.22,97
Ethan Davis,Math,15.86,71
Hannah Smith,Biology,51.11,63
Bob Martinez,Math,16.53,44
Ethan Johnson,Statistics,40.58,60
Bob Garcia,History,15.04,81
Bob Brown,Math,7.6,109
Alice Johnson,IT,89.21,39
Fiona Williams,IT,65.19,78
Ethan Brown,IT,16.07,71
Diana Johnson,Math,16.77,119
Diana Williams,Chemistry,88.55,61
Bob Smith,History,83.51,74
Ian Garcia,History,67.33,17
Julia Jones,Biology,28.46,83
Julia Martinez,Math,96.98,102
Charlie Smith,Statistics,76.89,28
Fiona Jones,Math,35.6,68
Fiona Williams,IT,98.56,82
Ian Davis,History,3.04,87
Fiona Wilson,History,79.12,110
Diana Jones,IT,32.07,82
Diana Davis,History,77.96,106
Hannah Jones,Chemistry,95.52,79
Fiona Jones,Biology,41.2,15
Bob Jones,Biology,6.15,63
Ian Smith,Statistics,27.36,117
Alice Martinez,Statistics,4.39,34
Alice Miller,IT,77.4,55
Charlie Davis,IT,3.26,52
Charlie Davis,Biology,23.76,44
Ian Davis,Math,92.25,19
Ethan Johnson,Math,38.28,79
Hannah Brown,Biology,62.78,98
Charlie Johnson,Chemistry,80.56,84
George Williams,Chemistry,90.52,45
George Smith,History,47.78,76
Alice Martinez,Biology,5.69,26
Alice Johnson,History,57.32,50
Julia Davis,IT,94.94,25
Bob Miller,Math,84.19,114
Hannah Miller,Biology,52.68,61
Alice Smith,History,39.12,68
Ethan Miller,Statistics,46.35,38
Fiona Garcia,IT,78.64,18
Ian Wilson,Biology,98.22,22
Charlie Brown,Statistics,64.71,60
Ian Smith,History,17.16,61
Diana Wilson,Biology,96.7,94
Bob Jones,Chemistry,54.06,52
Ethan Martinez,Math,83.61,43
Ethan Garcia,History,8.09,68
Ian Wilson,History,79.94,18
Julia Johnson,IT,14.79,58
Hannah Johnson,IT,13.57,118
Hannah Johnson,Biology,53.42,21
Julia Wilson,Chemistry,14.11,70
Charlie Wilson,Math,33.32,112
Ethan Smith,Statistics,85.67,76
Julia Garcia,Biology,98.48,73
Ian Wilson,Biology,31.1,45
George Davis,Math,23.64,112
Alice Johnson,IT,66.62,83
Ian Davis,Math,67.25,103
Alice Brown,History,73.46,28
Alice Martinez,Statistics,36.07,54
Julia Smith,Math,99.09,24
Ian Johnson,Statistics,50.34,50
Hannah Williams,IT,76.48,37
Hannah Smith,Math,70.47,24
George Jones,Math,62.31,51
Bob Martinez,Biology,55.17,44
Bob Wilson,History,66.39,17
Charlie Smith,Math,16.4,12
Diana Johnson,Biology,9.7,10
Diana Brown,Chemistry,94.35,19
George Smith,Math,60.35,11
Alice Garcia,Math,5.98,37
Fiona Jones,History,41.77,43
Ethan Wilson,History,4.96,91
Fiona Smith,Statistics,35.3,78
Diana Brown,IT,4.3,11
Bob Davis,Chemistry,80.13,44
Fiona Jones,Chemistry,13.43,93
Julia Miller,Biology,22.14,56
Julia Williams,Biology,81.59,65
Julia Garcia,Math,25.48,97
Hannah Martinez,Statistics,70.04,44
Hannah Jones,Chemistry,85.31,67
Alice Miller,Statistics,6.86,41
Charlie Williams,Math,18.21,43
Ethan Williams,Math,95.38,68
Ian Martinez,Chemistry,78.26,29
Charlie Miller,IT,43.71,81
Fiona Davis,Biology,97.05,30
George Martinez,Biology,7.61,11
Charlie Davis,IT,26.34,111
Diana Miller,Biology,49.04,12
Diana Miller,History,29.52,16
Julia Brown,Chemistry,30.17,70
Charlie Williams,Math,8.37,70
Fiona Jones,Chemistry,45.97,79
Charlie Miller,Chemistry,45.14,86
Julia Brown,IT,45.08,76
Fiona Martinez,Chemistry,75.11,40
George Martinez,Math,21.54,91
Ethan Garcia,Chemistry,7.97,65
Alice Garcia,IT,23.71,116
Fiona Johnson,Biology,90.46,78
Fiona Miller,IT,54.17,98
Charlie Brown,IT,12.44,86
George Miller,Chemistry,63.96,69
Ethan Martinez,Statistics,4.71,28
Charlie Johnson,Math,91.51,67
George Smith,History,4.24,77
Hannah Wilson,Chemistry,37.26,69
Charlie Williams,History,67.52,58
George Martinez,Statistics,40.03,115
Bob Smith,IT,69.82,92
George Martinez,Math,33.08,22
Fiona Johnson,Chemistry,81.48,44
Julia Jones,History,14.7,115
Alice Johnson,Math,93.65,79
Bob Garcia,Biology,37.6,77
Ian Garcia,IT,52.03,36
Hannah Jones,Statistics,20.97,53
Alice Wilson,Math,64.8,57
Hannah Williams,Biology,60.42,22
Julia Martinez,Statistics,29.09,78
Hannah Garcia,History,96.46,15
Hannah Brown,IT,22.11,34
Alice Wilson,IT,75.27,23
Ian Davis,Statistics,63.87,37
Julia Jones,Statistics,5.51,59
Bob Martinez,Biology,74.93,80
Hannah Williams,Chemistry,49.48,34
Alice Brown,Statistics,70.17,32
Ethan Jones,IT,62.88,42
Hannah Jones,IT,66.22,57
George Garcia,History,63.44,78
George Miller,Math,10.63,34
Alice Williams,Chemistry,68.69,37
Ethan Johnson,Statistics,28.41,99
George Miller,Math,81.02,74
Charlie Jones,Chemistry,49.58,44
Ian Wilson,Statistics,85.76,94
Charlie Martinez,Biology,53.63,17
Fiona Wilson,History,94.2,85
Ethan Brown,Statistics,15.78,27
Hannah Jones,Chemistry,73.29,59
Alice Wilson,Chemistry,94.65,24
Hannah Jones,Statistics,35.92,90
Ethan Johnson,Statistics,49.01,24
George Miller,Chemistry,87.47,47
Diana Wilson,IT,78.07,108
Ian Brown,Statistics,76.68,41
Fiona Johnson,IT,47.18,66
Bob Smith,Biology,17.56,57
George Wilson,Statistics,96.67,101
Hannah Martinez,Math,69.97,77
Charlie Garcia,Biology,46.86,72
Bob Jones,History,73.26,41
Fiona Johnson,Statistics,78.73,39
Bob Davis,Biology,30.31,19
Julia Johnson,Chemistry,80.44,51
Julia Miller,IT,60.89,13
Hannah Williams,IT,73.71,11
Ian Johnson,Math,97.64,18
George Wilson,Math,79.4,78
Bob Davis,Biology,67.4,46
George Miller,Math,7.5,78
Diana Miller,Math,51.89,21
Fiona Williams,Biology,49.32,114
Fiona Smith,Math,13.33,105
Fiona Garcia,Math,45.69,31
Charlie Jones,Statistics,27.91,46
George Wilson,Chemistry,70.5,97
Charlie Jones,Math,76.5,103
Charlie Martinez,IT,73.78,44
Ethan Davis,Math,75.7,95
Charlie Miller,Statistics,48.87,18
George Miller,Math,96.96,15
Charlie Williams,Math,6.54,83
Julia Davis,IT,67.21,87
George Williams,Chemistry,57.42,97
Alice Wilson,Statistics,30.66,61
Ethan Williams,Biology,70.57,31
Ian Jones,Math,53.06,76
Julia Jones,Statistics,76.46,87
Alice Wilson,Math,25.38,48
Hannah Jones,History,88.31,16
Ethan Jones,IT,38.66,59
Alice Johnson,Statistics,35.11,89
Charlie Williams,Statistics,67.59,79
Ian Jones,IT,4.71,67
Charlie Miller,History,91.06,106
Ethan Davis,Math,97.89,117
Julia Davis,Chemistry,73.81,25
Ian Martinez,Statistics,94.81,81
Bob Miller,Statistics,44.92,32
George Miller,Biology,54.21,113
George Garcia,Statistics,55.04,108
Fiona Wilson,Chemistry,52.19,115
Bob Johnson,Chemistry,40.23,114
Ethan Jones,IT,83.21,65
Bob Garcia,Biology,51.04,107
Alice Smith,Math,4.12,22
Julia Davis,IT,52.03,84
George Miller,History,14.57,91
Ethan Miller,Chemistry,22.78,90
Julia Williams,History,62.66,84
Bob Williams,History,74.95,24
Julia Wilson,History,59.36,55
Diana Wilson,Biology,5.14,45
Ian Jones,IT,16.01,47
Julia Garcia,Biology,8.86,14
Diana Miller,Biology,72.85,69
George Martinez,History,86.64,70
Bob Williams,Biology,79.26,10
Bob Garcia,Biology,20.74,30
Julia Wilson,Chemistry,17.43,81
Julia Johnson,Statistics,46.17,40
Hannah Williams,IT,68.51,41
Ian Williams,Statistics,69.56,27
Julia Brown,History,13.43,80
Hannah Brown,IT,77.92,108
Bob Johnson,Statistics,33.02,16
Ethan Wilson,IT,80.52,40
Hannah Martinez,Math,53.95,23
Bob Martinez,History,48.67,37
Alice Williams,Math,23.2,25
Charlie Garcia,History,49.03,113
George Wilson,Statistics,44.08,98
Diana Brown,Biology,14.04,39
Ethan Johnson,Chemistry,47.87,80
Ethan Garcia,IT,1.8,119
Fiona Martinez,Chemistry,57.53,86
Ethan Brown,IT,46.55,52
Bob Johnson,Math,28.61,70
Julia Wilson,Chemistry,8.62,107
Alice Smith,IT,16.54,115
George Jones,History,1.62,110
Bob Williams,Biology,5.14,94
Diana Wilson,History,75.47,117
Diana Johnson,Statistics,86.96,112
Julia Johnson,Statistics,8.93,99
Hannah Brown,IT,68.56,97
George Miller,Biology,13.81,98
Ethan Martinez,Biology,38.39,111
Julia Jones,Biology,85.86,60
Diana Williams,IT,80.52,24
Ian Martinez,Math,2.25,102
George Wilson,Statistics,11.8,98
Fiona Johnson,History,79.33,116
Charlie Brown,History,24.94,51
Ian Wilson,Chemistry,70.87,96
Hannah Martinez,Statistics,88.96,70
George Johnson,Statistics,4.64,41
Bob Martinez,IT,42.19,28
Diana Garcia,Math,7.47,32
Diana Martinez,Chemistry,89.55,40
Hannah Martinez,Statistics,37.41,10
Hannah Davis,Statistics,1.92,38
George Johnson,History,28.34,88
Bob Davis,IT,95.23,104
Alice Jones,Statistics,50.46,87
Ethan Smith,Statistics,36.12,63
Ethan Smith,Statistics,30.37,66
Diana Smith,Statistics,3.44,114
Fiona Williams,IT,27.23,89
Julia Jones,Statistics,35.57,78
Bob Brown,Chemistry,98.73,67
Fiona Williams,Math,78.9,29
Bob Jones,Statistics,93.78,78
Ian Martinez,Statistics,97.44,113
Ian Martinez,History,40.27,55
Alice Williams,History,85.67,68
Fiona Garcia,History,93.93,77
Diana Garcia,Biology,33.43,107
Bob Wilson,Chemistry,86.58,12
Hannah Wilson,Statistics,73.3,59
Julia Johnson,History,83.17,41
Charlie Williams,Math,94.84,102
Diana Martinez,Statistics,54.3,38
George Williams,Statistics,16.0,39
George Martinez,Math,49.63,72
Hannah Davis,Math,15.02,62
Julia Jones,Biology,87.55,113
Charlie Johnson,IT,76.0,44
Diana Garcia,Chemistry,47.83,52
Hannah Jones,History,93.79,84
Alice Davis,Biology,46.8,30
Julia Brown,Math,28.23,64
Diana Davis,Chemistry,35.38,38
Charlie Smith,History,1.66,63
Ethan Johnson,History,48.2,83
Ethan Smith,IT,5.21,75
Bob Johnson,Biology,14.92,118
Ethan Smith,History,76.5,111
Diana Davis,History,18.57,118
Bob Miller,Math,93.33,62
Ian Miller,Chemistry,8.87,31
Fiona Smith,Chemistry,22.84,120
Ian Davis,Math,92.01,78
Ian Johnson,Math,39.42,89
George Johnson,Math,73.9,83
Alice Johnson,Chemistry,62.93,58
George Johnson,History,83.78,40
Ian Wilson,Math,18.99,12
Charlie Smith,History,61.84,70
